Field,FieldRef,FieldSize,Action,Date,Category,Type,Description,Crop,Operator,Area_Hctrs,QtyPerHctr,CostPerHctr,TotalQty,UoM,Total,Comment,Weather,WindSpeed,TimeIn,TimeOut,GrowthStage
Common Field,SJ7121 1540,3.28,MCPA 500,24/09/2004,Chemicals,Herbicide,MCPA 500,,Sean Lewis,4.13,3.00,6.30,12.39,Litres,26.02,"Nettles, Umbiliferae",Broken Cloud,North westerly,11:00,11:30,
Bayley Hills (N) (A) 04-05,#1633,19.12,Katamaran metazachlor+quinmera,24/09/2004,Chemicals,Herbicide,Katamaran metazachlor+quinmera,,Sean Lewis,19.12,2.00,48.60,38.24,Litres,929.23,Pre emergence,Clear & Sunny,North westerly,13:00,15:25,Pre emergence
Adney Loaders (A) 04-05,#1642,4.07,Azural (glyphosate),24/09/2004,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,4.07,2.52,3.85,10.26,Litres,15.66,Stubble cleaning,Cloudy,North westerly,18:00,18:45,
"Pipe Strine ",SJ7019 4588,2.9,Rolled,25/09/2004,Events/Actions,Arable Physical Actions,Rolled,,Sean Lewis,2.90,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Pipe Strine ",SJ7019 4588,2.9,Mixed Varieties,25/09/2004,Seeds,Oilseed Rape,Mixed Varieties,,John Ruscoe,2.90,4.60,0.00,13.34,Kgs,0.00,free of charge,,,,,
"Pipe Strine ",SJ7019 4588,2.9,Combination drilled,25/09/2004,Events/Actions,Arable Physical Actions,Combination drilled,,John Ruscoe,2.90,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Pipe Strine ",SJ7019 4588,2.9,Butisan S (metazachlor),27/09/2004,Chemicals,Herbicide,Butisan S (metazachlor),,Sean Lewis,2.90,1.50,35.76,4.35,Litres,103.70,Pre emergence,Cloudy,South west,13:30,13:38,
Marlpit Leasow (A) 04-05,#1601,9.04,Azural (glyphosate),27/09/2004,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,9.04,5.00,7.63,45.20,Litres,69.01,Grassland destruction,Cloudy,South west,14:50,15:40,
Adney Loaders (A) 04-05,#1642,4.07,Subsoiled,06/10/2004,Events/Actions,Arable Physical Actions,Subsoiled,,John Ruscoe,4.07,0.00,0.00,0.00,Hctr,0.00,,,,,,
Adney Loaders (A) 04-05,#1642,4.07,Disc & pressed,07/10/2004,Events/Actions,Arable Physical Actions,Disc & pressed,,John Ruscoe,4.07,1.00,0.00,4.07,Hctr,0.00,,,,,,
"Pipe Strine ",SJ7019 4588,2.9,Decoy Wetex,08/10/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,2.90,5.00,17.62,14.50,Kgs,51.11,slug control,Overcast,North westerly,17:00,18:15,
Heaford Meadow,SJ7020 7579,2.53,Decoy Wetex,08/10/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,0.50,5.00,17.62,2.50,Kgs,8.81,Slug problem,Overcast,North westerly,17:00,19:08,
Poors Land Field,SJ7019 6595,5.15,Decoy Wetex,08/10/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,5.27,5.00,17.63,26.35,Kgs,92.89,Slug problem,Overcast,North westerly,17:00,17:30,
Tibberton 4,SJ6719,4.64,Decoy Wetex,08/10/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,0.50,5.00,17.62,2.50,Kgs,8.81,Slugs part of field,Overcast,North westerly,17:00,19:30,
Gallas Field ( A) 04-05,#1598,2.5,Decoy Wetex,08/10/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,2.50,5.70,20.09,14.25,Kgs,50.23,Slug problem,Overcast,North westerly,17:00,19:30,
Marlpit Leasow (A) 04-05,#1601,9.04,Plough,10/10/2004,Events/Actions,Arable Physical Actions,Plough,,John Ruscoe,9.04,1.00,0.00,9.04,Hctr,0.00,,,,,,
Adney Middle Field 04-05,SJ7018 1891,3.63,Consort (latitude + sibutol),11/10/2004,Seeds,Wheat,Consort (latitude + sibutol),,John Ruscoe,3.63,176.92,0.00,642.21,Kgs,0.00,min tillage combination drill,,,,,
Adney Loaders (A) 04-05,#1642,4.07,Consort (latitude + sibutol),11/10/2004,Seeds,Wheat,Consort (latitude + sibutol),,John Ruscoe,4.07,148.73,0.00,605.34,Kgs,0.00,minimum tillage comb drilled,,,,,
Marlpit Leasow (A) 04-05,#1601,9.04,Solstice (Anchor),13/10/2004,Seeds,Wheat,Solstice (Anchor),,John Ruscoe,9.04,156.97,38.46,1419.00,Kgs,347.66,,,,,,
Heaford Meadow,SJ7020 7579,2.53,Butisan S (metazachlor),01/11/2004,Chemicals,Herbicide,Butisan S (metazachlor),,Sean Lewis,2.41,1.50,35.81,3.62,Litres,86.30,Weed control,Overcast,South west,14:40,14:57,
Tibberton 4,SJ6719,4.64,Butisan S (metazachlor),01/11/2004,Chemicals,Herbicide,Butisan S (metazachlor),,Sean Lewis,2.00,1.50,35.76,3.00,Litres,71.52,weed control part field,Overcast,South west,15:50,16:15,
Heaford Meadow,SJ7020 7579,2.53,Fusilade Max fluazifop-P-butyl,01/11/2004,Chemicals,Herbicide,Fusilade Max fluazifop-P-butyl,,Sean Lewis,2.41,0.70,15.12,1.69,Litres,36.44,Volunteer cereals,Overcast,South west,14:40,14:57,
Gallas Field ( A) 04-05,#1598,2.5,Butisan S (metazachlor),01/11/2004,Chemicals,Herbicide,Butisan S (metazachlor),,Sean Lewis,2.50,1.69,40.34,4.23,Litres,100.84,weed control,Overcast,South west,15:25,15:50,
Bayley Hills (N) (A) 04-05,#1633,19.12,Fusilade Max fluazifop-P-butyl,01/11/2004,Chemicals,Herbicide,Fusilade Max fluazifop-P-butyl,,Sean Lewis,19.12,0.70,15.09,13.38,Litres,288.47,Volunteer cereals,Overcast,South west,11:45,14:30,
"Pipe Strine ",SJ7019 4588,2.9,Yara 34.5%N,02/11/2004,Fertilizers,Nitrogens,Yara 34.5%N,,John Ruscoe,2.90,53.78,6.19,155.96,Kgs,17.94,20kgN/ha,,,,,
Heaford Meadow,SJ7020 7579,2.53,Yara 34.5%N,02/11/2004,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,2.41,53.78,6.18,129.60,Kgs,14.90,20 kgN/ha,,,,,
Tibberton 4,SJ6719,4.64,Yara 34.5%N,02/11/2004,Fertilizers,Nitrogens,Yara 34.5%N,,John Ruscoe,3.64,68.55,7.88,249.53,Kgs,28.70,20 kgN/ha,,,,,
Gallas Field ( A) 04-05,#1598,2.5,Yara 34.5%N,02/11/2004,Fertilizers,Nitrogens,Yara 34.5%N,,John Ruscoe,2.50,61.31,7.05,153.27,Kgs,17.63,20 kgN/ha,,,,,
Bayley Hills (N) (A) 04-05,#1633,19.12,Yara 34.5%N,02/11/2004,Fertilizers,Nitrogens,Yara 34.5%N,,John Ruscoe,19.12,53.78,6.18,1028.23,Kgs,118.25,20 kgN/ha,,,,,
Adney Middle Field 04-05,SJ7018 1891,3.63,Decoy Wetex,03/11/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,3.63,5.00,17.63,18.15,Kgs,63.98,Slug problem,Overcast,North westerly,11:00,14:05,
Bayley Hills (N) (A) 04-05,#1633,19.12,Decoy Wetex,03/11/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,0.95,5.00,17.62,4.75,Kgs,16.74,Slug problem part of field,Overcast,North westerly,11:00,14:30,
Adney Loaders (A) 04-05,#1642,4.07,Decoy Wetex,03/11/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,4.07,4.20,14.81,17.10,Kgs,60.28,Slug problem,,,,,
Upperwood Leasow (A) 04-05,#1585,6.21,Ploughed & Pressed,04/11/2004,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,John Ruscoe,6.21,0.00,0.00,0.00,Hctr,0.00,,,,,,
Upperwood Leasow (A) 04-05,#1585,6.21,Consort (latitude + sibutol),05/11/2004,Seeds,Wheat,Consort (latitude + sibutol),,John Ruscoe,6.21,189.52,0.00,1176.90,Kgs,0.00,,,,,,
Adney Middle Field 04-05,SJ7018 1891,3.63,Decoy Wetex,10/11/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,3.63,5.00,17.63,18.15,Kgs,63.98,Slug problem,Broken Cloud,North westerly,11:00,14:05,
Four Gates (Part A),#1630,6.95,Ploughed & Pressed,10/11/2004,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,John Ruscoe,7.76,0.00,0.00,0.00,Hctr,0.00,,,,,,
Bayley Hills (N) (A) 04-05,#1633,19.12,Decoy Wetex,10/11/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,2.66,5.00,17.62,13.30,Kgs,46.88,Slugs part of field,Broken Cloud,North westerly,11:00,14:30,
Adney Loaders (A) 04-05,#1642,4.07,Decoy Wetex,10/11/2004,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,1.71,5.00,17.63,8.55,Kgs,30.14,Slug problem on part field,,,,,
"Tibberton 2  ",SJ6720 4507,2.84,Ploughed & Pressed,11/11/2004,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,John Ruscoe,2.95,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Tibberton 3 ",SJ6720 4022,3.39,Ploughed & Pressed,11/11/2004,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,John Ruscoe,3.60,0.00,0.00,0.00,Hctr,0.00,,,,,,
Four Gates (Part A),#1630,6.95,Consort (latitude + sibutol),11/11/2004,Seeds,Wheat,Consort (latitude + sibutol),,John Ruscoe,7.76,189.83,0.00,1473.10,Kgs,0.00,,,,,,
"Tibberton 2  ",SJ6720 4507,2.84,Fidelio,12/11/2004,Seeds,Triticale,Fidelio,,John Ruscoe,2.95,208.13,68.68,613.98,Kgs,202.61,,,,,,
"Tibberton 3 ",SJ6720 4022,3.39,Fidelio,12/11/2004,Seeds,Triticale,Fidelio,,John Ruscoe,3.60,206.97,68.30,745.10,Kgs,245.88,,,,,,
Tibberton 5 04-05,SJ6719 5986,2.93,Ploughed & Pressed,12/11/2004,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,John Ruscoe,2.93,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Tibberton 7 ",SJ6719 6370,2.9,Ploughed & Pressed,12/11/2004,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,John Ruscoe,3.32,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Tibberton 2  ",SJ6720 4507,2.84,Combination drilled,12/11/2004,Events/Actions,Arable Physical Actions,Combination drilled,,John Ruscoe,2.95,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Tibberton 3 ",SJ6720 4022,3.39,Combination drilled,12/11/2004,Events/Actions,Arable Physical Actions,Combination drilled,,John Ruscoe,3.60,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Tibberton 7 ",SJ6719 6370,2.9,Fidelio,13/11/2004,Seeds,Triticale,Fidelio,,John Ruscoe,3.32,208.13,68.68,690.99,Kgs,228.03,,,,,,
Tibberton 5 04-05,SJ6719 5986,2.93,Fidelio,13/11/2004,Seeds,Triticale,Fidelio,,John Ruscoe,2.93,208.17,68.70,609.93,Kgs,201.28,,,,,,
"Tibberton 7 ",SJ6719 6370,2.9,Combination drilled,13/11/2004,Events/Actions,Arable Physical Actions,Combination drilled,,John Ruscoe,3.32,0.00,0.00,0.00,Hctr,0.00,,,,,,
Tibberton 5 04-05,SJ6719 5986,2.93,Combination drilled,13/11/2004,Events/Actions,Arable Physical Actions,Combination drilled,,John Ruscoe,2.93,0.00,0.00,0.00,Hctr,0.00,,,,,,
Marlpit Leasow (A) 04-05,#1601,9.04,Draza slug pellets,15/11/2004,Chemicals,Slug pellets,Draza slug pellets,,Sean Lewis,4.00,5.00,23.58,20.00,Kgs,94.30,slug problem spot treatment,Overcast,North westerly,15:00,16:00,
Adney Brookside (A) 04-05,#1639,6.32,Subsoiled,15/11/2004,Events/Actions,Arable Physical Actions,Subsoiled,,Sean Lewis,6.32,0.00,0.00,0.00,Hctr,0.00,,,,,,
Adney Brookside (A) 04-05,#1639,6.32,Fidelio,16/11/2004,Seeds,Triticale,Fidelio,,John Ruscoe,6.32,150.32,49.60,950.00,Kgs,313.50,,,,,,
Adney Brookside (A) 04-05,#1639,6.32,Combination drilled,16/11/2004,Events/Actions,Arable Physical Actions,Combination drilled,,John Ruscoe,6.32,0.00,0.00,0.00,Hctr,0.00,,,,,,
Adney Middle Field 04-05,SJ7018 1891,3.63,Subsoiled,06/12/2004,Events/Actions,Arable Physical Actions,Subsoiled,,John Ruscoe,3.63,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Pipe Strine ",SJ7019 4588,2.9,Sanction 250 flusilazole,06/12/2004,Chemicals,Fungicides,Sanction 250 flusilazole,,Sean Lewis,2.90,0.60,6.25,1.74,Litres,18.12,Phoma control,Overcast,South west,14:15,14:25,0
Heaford Meadow,SJ7020 7579,2.53,Sanction 250 flusilazole,06/12/2004,Chemicals,Fungicides,Sanction 250 flusilazole,,Sean Lewis,2.41,0.69,7.17,1.66,Litres,17.29,Phoma control,Broken Cloud,South west,11:30,11:43,
Poors Land Field,SJ7019 6595,5.15,Sanction 250 flusilazole,06/12/2004,Chemicals,Fungicides,Sanction 250 flusilazole,,Sean Lewis,5.27,0.60,6.24,3.16,Litres,32.91,Phoma control,Overcast,South west,14:15,14:35,
Tibberton 4,SJ6719,4.64,Sanction 250 flusilazole,06/12/2004,Chemicals,Fungicides,Sanction 250 flusilazole,,Sean Lewis,2.00,0.60,6.25,1.20,Litres,12.50,Phoma control,Overcast,South west,15:40,16:00,
Gallas Field ( A) 04-05,#1598,2.5,Sanction 250 flusilazole,06/12/2004,Chemicals,Fungicides,Sanction 250 flusilazole,,Sean Lewis,2.50,0.68,7.12,1.71,Litres,17.81,Phoma control,Overcast,South west,15:10,15:25,
Bayley Hills (N) (A) 04-05,#1633,19.12,Sanction 250 flusilazole,06/12/2004,Chemicals,Fungicides,Sanction 250 flusilazole,,Sean Lewis,19.12,0.60,6.24,11.46,Litres,119.36,Phoma control,Broken Cloud,South west,09:15,11:20,
Adney Middle Field 04-05,SJ7018 1891,3.63,Disc & pressed,07/12/2004,Events/Actions,Arable Physical Actions,Disc & pressed,,John Ruscoe,3.63,1.00,0.00,3.63,Hctr,0.00,,,,,,
Adney Middle Field 04-05,SJ7018 1891,3.63,Arelon Isoproturon,08/12/2004,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,3.63,2.25,4.91,8.16,Litres,17.81,Grass & broad leaf weeds GS 13,Calm,South,14:15,14:29,13
Adney Middle Field 04-05,SJ7018 1891,3.63,Permasect  cypermethrin,08/12/2004,Chemicals,Insecticides,Permasect  cypermethrin,,Sean Lewis,3.63,0.20,0.58,0.72,Litres,2.12,Grass & broad leaf weeds GS 13,Calm,South,14:15,14:29,13
Adney Middle Field 04-05,SJ7018 1891,3.63,Panther diflufenican+isoprotur,08/12/2004,Chemicals,Herbicide,Panther diflufenican+isoprotur,,Sean Lewis,3.63,0.75,8.64,2.72,Litres,31.36,Grass & broad leaf weeds GS 13,Calm,South,14:15,14:29,13
Adney Loaders (A) 04-05,#1642,4.07,Arelon Isoproturon,08/12/2004,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,4.07,1.89,4.13,7.69,Litres,16.79,Grass & broad leaf weeds GS 13,Broken Cloud,South west,14:30,14:45,13
Adney Loaders (A) 04-05,#1642,4.07,Permasect  cypermethrin,08/12/2004,Chemicals,Insecticides,Permasect  cypermethrin,,Sean Lewis,4.07,0.17,0.49,0.68,Litres,2.01,Grass & broad leaf weeds GS 13,Calm,South west,18:30,18:45,13
Adney Loaders (A) 04-05,#1642,4.07,Panther diflufenican+isoprotur,08/12/2004,Chemicals,Herbicide,Panther diflufenican+isoprotur,,Sean Lewis,4.07,0.63,7.25,2.56,Litres,29.52,Grass & broad leaf weeds GS 13,Calm,South west,18:30,18:45,13
Adney Corner,SJ7018 2333,16.78,Crop Season Start Marker,01/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,Maize,,,,,,,,,,,,,
Birds Nest,SJ7019 9893,14,Crop Season Start Marker,01/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,Maize,,,,,,,,,,,,,
Birds Nest (Part B),#1615,0.5,Crop Season Start Marker,01/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,Set aside Green Cover,,,,,,,,,,,,,
Birds Nest (Part C),#1616,0.5,Crop Season Start Marker,01/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,WM1 wild bird seed mix,,,,,,,,,,,,,
Birds Nest (Part D),#1617,4.07,Crop Season Start Marker,01/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,NIAB/CERC Trials,,,,,,,,,,,,,
Adney Corner (Part B) 04-05,#1646,1.13,Crop Season Start Marker,01/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,Set-a-side,,,,,,,,,,,,,
Adney Corner (Part C) 04-05,#1647,0.31,Crop Season Start Marker,01/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,R3 arable margin 6m,,,,,,,,,,,,,
Birds Nest (Part D),#1617,4.07,Activate cropping,02/01/2005,Events/Actions,Arable Observations,Activate cropping,,Unknown,1.01,0.00,0.00,0.00,Hctr,0.00,,,,,,
"First Foxhole (Part A) ",#1618,2,Crop Season Start Marker,30/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,Sugar Beet,,,,,,,,,,,,,
Buttery Hill (Part A) 05,#1624,9.1,Crop Season Start Marker,30/01/2005,Events/Actions,Arable Events,Crop Season Start Marker,Sugar Beet,,,,,,,,,,,,,
"First Foxhole (Part A) ",#1618,2,Potash + Boron,31/01/2005,Fertilizers,Compounds,Potash + Boron,,Contractor,2.00,833.00,44.15,1666.00,Kgs,88.30,,,,,,
"First Foxhole (Part A) ",#1618,2,Apply Potash + Boron (contractor),31/01/2005,Events/Actions,Arable Physical Actions,Apply Potash + Boron (contractor),,Contractor,2.00,0.00,0.00,0.00,Hctr,0.00,,,,,,
Buttery Hill (Part A) 05,#1624,9.1,Potash + Boron,31/01/2005,Fertilizers,Compounds,Potash + Boron,,Contractor,9.10,833.00,44.15,7580.30,Kgs,401.76,,,,,,
Buttery Hill (Part A) 05,#1624,9.1,Apply Potash + Boron (contractor),31/01/2005,Events/Actions,Arable Physical Actions,Apply Potash + Boron (contractor),,Contractor,9.10,0.00,0.00,0.00,Hctr,0.00,,,,,,
Buttery Hill,SJ7119 2555,12.3,Crop Season Start Marker,01/03/2005,Events/Actions,Arable Events,Crop Season Start Marker,Sugar Beet,,,,,,,,,,,,,
"First Foxhole (Part B) ",#1619,0.4,Crop Season Start Marker,01/03/2005,Events/Actions,Arable Events,Crop Season Start Marker,Set-a-side,,,,,,,,,,,,,
Buttery Hill (Part B) 04-05,#1625,1.48,Crop Season Start Marker,01/03/2005,Events/Actions,Arable Events,Crop Season Start Marker,Set-a-side,,,,,,,,,,,,,
Buttery Hill (Part C) 04-05,#1626,0.41,Crop Season Start Marker,01/03/2005,Events/Actions,Arable Events,Crop Season Start Marker,WM2 Pollen & Nectar Mix,,,,,,,,,,,,,
Buttery Hill (Part D) 04-05,#1627,0.41,Crop Season Start Marker,01/03/2005,Events/Actions,Arable Events,Crop Season Start Marker,WM1 wild bird seed mix,,,,,,,,,,,,,
Common Field,SJ7121 1540,3.28,Azural (glyphosate),19/03/2005,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,4.13,3.99,6.09,16.48,Litres,25.16,Weed control,Clear & Sunny,South,13:30,13:55,
Four Gates (Part A),#1630,6.95,Arelon Isoproturon,19/03/2005,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,7.76,2.99,6.53,23.20,Litres,50.64,Grass & broad leaf weeds GS 23,Overcast,South,12:30,13:00,23
Four Gates (Part A),#1630,6.95,Duplosan Mecoprop-P,19/03/2005,Chemicals,Herbicide,Duplosan Mecoprop-P,,Sean Lewis,7.76,1.00,4.21,7.76,Litres,32.64,Grass & broad leaf weeds GS 23,Overcast,South,12:30,13:00,23
Four Gates (Part A),#1630,6.95,Harmony Express,19/03/2005,Chemicals,Herbicide,Harmony Express,,Sean Lewis,7.76,59.92,14.12,465.00,Gms,109.60,Grass & broad leaf weeds GS 23,Overcast,South,12:30,13:00,23
Upperwood Leasow (A) 04-05,#1585,6.21,Arelon Isoproturon,19/03/2005,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,6.21,3.00,6.54,18.60,Litres,40.60,Broad leaf & grass weeds GS 23,Overcast,South,11:30,12:00,23
Upperwood Leasow (A) 04-05,#1585,6.21,Duplosan Mecoprop-P,19/03/2005,Chemicals,Herbicide,Duplosan Mecoprop-P,,Sean Lewis,6.21,1.00,4.20,6.20,Litres,26.08,broad & leaf grass weeds GS 23,Overcast,South,11:30,12:00,23
Upperwood Leasow (A) 04-05,#1585,6.21,Harmony Express,19/03/2005,Chemicals,Herbicide,Harmony Express,,Sean Lewis,6.21,59.90,14.12,372.00,Gms,87.68,Broad leaf & grass weeds GS 23,Overcast,South,11:30,12:00,23
"Bayley Hills (S) (Part B) ",#1636,3.64,Azural (glyphosate),19/03/2005,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,3.64,4.00,6.11,14.56,Litres,22.23,Weed control,Clear & Sunny,South,14:10,14:30,
"Pipe Strine ",SJ7019 4588,2.9,Terra Sulphur Gold 30%N,23/03/2005,Fertilizers,Nitrogens,Terra Sulphur Gold 30%N,,John Ruscoe,2.00,260.00,29.12,520.00,Kgs,58.24,78 kgN/ha,,,,,
Poors Land Field,SJ7019 6595,5.15,Terra Sulphur Gold 30%N,23/03/2005,Fertilizers,Nitrogens,Terra Sulphur Gold 30%N,,John Ruscoe,5.27,259.96,29.12,1370.00,Kgs,153.44,78 kgN/ha,,,,,
Tibberton 4,SJ6719,4.64,Terra Sulphur Gold 30%N,23/03/2005,Fertilizers,Nitrogens,Terra Sulphur Gold 30%N,,John Ruscoe,2.00,260.00,29.12,520.00,Kgs,58.24,78 kgN/ha,,,,,
Bayley Hills (N) (A) 04-05,#1633,19.12,Terra Sulphur Gold 30%N,23/03/2005,Fertilizers,Nitrogens,Terra Sulphur Gold 30%N,,John Ruscoe,19.12,190.00,21.28,3632.80,Kgs,406.87,57kg N/ha,,,,,
"Tibberton 7 ",SJ6719 6370,2.9,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,3.32,120.48,11.33,400.00,Kgs,37.60,40 kgN/ha,,,,,
"Tibberton 2  ",SJ6720 4507,2.84,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,2.95,135.59,12.75,400.00,Kgs,37.60,40kg N/ha,,,,,
"Tibberton 3 ",SJ6720 4022,3.39,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,3.60,111.11,10.44,400.00,Kgs,37.60,40kg N/ha,,,,,
Tibberton 5 04-05,SJ6719 5986,2.93,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,2.93,136.52,12.83,400.00,Kgs,37.60,40 kgN/ha,,,,,
Adney Middle Field 04-05,SJ7018 1891,3.63,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,3.63,110.19,10.36,400.00,Kgs,37.60,40kgN/ha,,,,,
Heaford Meadow,SJ7020 7579,2.53,Hydro 34.5%N,24/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,2.41,331.95,34.85,800.00,Kgs,84.00,40 kgN/ha,,,,,
Four Gates (Part A),#1630,6.95,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,7.76,115.98,10.90,900.00,Kgs,84.60,40kgN/ha,,,,,
Upperwood Leasow (A) 04-05,#1585,6.21,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,6.21,112.72,10.60,700.00,Kgs,65.80,40kgN/ha,,,,,
Gallas Field ( A) 04-05,#1598,2.5,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,2.50,320.00,30.08,800.00,Kgs,75.20,100 kgN/ha,,,,,
Marlpit Leasow (A) 04-05,#1601,9.04,Hydro 34.5%N,24/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,9.04,121.68,12.78,1100.00,Kgs,115.50,40kgN/ha,,,,,
"First Foxhole (Part A) ",#1618,2,Subsoiled,24/03/2005,Events/Actions,Arable Physical Actions,Subsoiled,,John Ruscoe,2.00,0.00,0.00,0.00,Hctr,0.00,,,,,,
Buttery Hill (Part A) 05,#1624,9.1,Subsoiled,24/03/2005,Events/Actions,Arable Physical Actions,Subsoiled,,Sean Lewis,9.10,0.00,0.00,0.00,Hctr,0.00,,,,,,
Adney Brookside (A) 04-05,#1639,6.32,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,6.32,110.76,10.41,700.00,Kgs,65.80,,,,,,
Adney Loaders (A) 04-05,#1642,4.07,Nitraprill 34.5%N,24/03/2005,Fertilizers,Nitrogens,Nitraprill 34.5%N,,John Ruscoe,4.07,98.28,9.24,400.00,Kgs,37.60,40kgN/ha,,,,,
"First Foxhole (Part A) ",#1618,2,Plough,25/03/2005,Events/Actions,Arable Physical Actions,Plough,,John Ruscoe,2.00,1.00,0.00,2.00,Hctr,0.00,,,,,,
Buttery Hill (Part A) 05,#1624,9.1,Plough,25/03/2005,Events/Actions,Arable Physical Actions,Plough,,Sean Lewis,9.10,1.00,0.00,9.10,Hctr,0.00,,,,,,
Bayley Hills (N) (A) 04-05,#1633,19.12,Shield (Clopyralid),25/03/2005,Chemicals,Herbicide,Shield (Clopyralid),,Sean Lewis,19.12,0.40,24.78,7.65,Litres,473.76,Mayweed control GS 3.1,Overcast,South,08:30,10:30,3.1
Caynton Ancellor,SJ7020 9947,1.5,Hydro 34.5%N,27/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,3.00,66.67,7.00,200.00,Kgs,21.00,23kg N/ha,,,,,
Cottage Field,SJ7120 0921,2.96,Hydro 34.5%N,27/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,2.52,158.73,16.67,400.00,Kgs,42.00,40 kgN/ha,,,,,
Garden Field,SJ7020 8117,3.92,Hydro 34.5%N,27/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,4.03,223.33,23.45,900.00,Kgs,94.50,80 kgN/ha,,,,,
Liberty Field,SJ7020 5816,3.67,Hydro 34.5%N,27/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,3.67,326.98,34.33,1200.00,Kgs,126.00,100 kgN/ha,,,,,
Lockes Paddock,SJ7120 6924,1.27,Hydro 34.5%N,27/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,1.27,157.48,16.54,200.00,Kgs,21.00,55 kgN/ha,,,,,
Long Leasow,SJ7120 4852,2.06,Hydro 34.5%N,27/03/2005,Fertilizers,Nitrogens,Hydro 34.5%N,,John Ruscoe,2.18,183.49,19.27,400.00,Kgs,42.00,,,,,,
